0.000000	-0.060000
1.000000	-0.065000
2.000000	-0.060000
3.000000	-0.075000
4.000000	-0.065000
5.000000	-0.070000
6.000000	-0.070000
7.000000	-0.090000
8.000000	-0.080000
9.000000	-0.095000
10.000000	-0.080000
11.000000	-0.095000
12.000000	-0.080000
13.000000	-0.095000
14.000000	-0.085000
15.000000	-0.090000
16.000000	-0.090000
17.000000	-0.100000
18.000000	-0.085000
19.000000	-0.105000
20.000000	-0.090000
21.000000	-0.045000
22.000000	0.005000
23.000000	0.015000
24.000000	0.045000
25.000000	0.155000
26.000000	0.140000
27.000000	0.045000
28.000000	0.005000
29.000000	-0.040000
30.000000	-0.085000
31.000000	-0.200000
32.000000	-0.195000
33.000000	-0.200000
34.000000	-0.200000
35.000000	-0.240000
36.000000	-0.130000
37.000000	0.340000
38.000000	1.155000
39.000000	1.470000
40.000000	-0.155000
41.000000	-0.825000
42.000000	-0.590000
43.000000	-0.350000
44.000000	-0.155000
45.000000	-0.170000
46.000000	-0.140000
47.000000	-0.155000
48.000000	-0.115000
49.000000	-0.125000
50.000000	-0.090000
51.000000	-0.095000
52.000000	-0.065000
53.000000	-0.055000
54.000000	-0.015000
55.000000	-0.005000
56.000000	0.035000
57.000000	0.045000
58.000000	0.090000
59.000000	0.110000
60.000000	0.150000
61.000000	0.180000
62.000000	0.205000
63.000000	0.225000
64.000000	0.230000
65.000000	0.220000
66.000000	0.235000
67.000000	0.230000
68.000000	0.200000
69.000000	0.170000
70.000000	0.120000
71.000000	0.075000
72.000000	0.040000
73.000000	0.020000
74.000000	0.005000
75.000000	-0.005000
76.000000	-0.005000
77.000000	-0.010000
78.000000	-0.015000
79.000000	-0.010000
80.000000	0.000000
81.000000	-0.005000
82.000000	-0.020000
83.000000	-0.020000
84.000000	-0.015000
85.000000	-0.025000
86.000000	-0.035000
87.000000	-0.045000
88.000000	-0.045000
89.000000	-0.060000
90.000000	-0.065000
91.000000	-0.070000
92.000000	-0.055000
93.000000	-0.060000
94.000000	-0.080000
95.000000	-0.075000
